episode,episode_order,speaker,utterance,lower_case,cleaned_text,stemmed_text
67560,39,_NO_SPEAKER,"(SOUNDBITE OF EXPLOSIONS IN THE SKY'S ""YOUR HAND IN MINE"")","(soundbite of explosions in the sky's ""your hand in mine"")",soundbite of explosions in the skys your hand in mine,soundbit of explos in the ski your hand in mine
68670,1,"KELLY MCEVERS, HOST","The partial government shutdown appears to be coming to an end three days after it began. The breakthrough came when Democrats led by Minority Leader Chuck Schumer agreed to fund the government until February 8. That's a little under three weeks from now. In exchange, Senate Majority Leader Mitch McConnell pledged to take action on immigration. Beyond that, there aren't a lot of details. In a statement, President Trump said he's pleased the Democrats have come to their senses. He says once the government is funded, his administration will work toward a long-term deal on immigration but, quote, ""if and only if it's good for our country.""","the partial government shutdown appears to be coming to an end three days after it began. the breakthrough came when democrats led by minority leader chuck schumer agreed to fund the government until february 8. that's a little under three weeks from now. in exchange, senate majority leader mitch mcconnell pledged to take action on immigration. beyond that, there aren't a lot of details. in a statement, president trump said he's pleased the democrats have come to their senses. he says once the government is funded, his administration will work toward a long-term deal on immigration but, quote, ""if and only if it's good for our country.""",the partial government shutdown appears to be coming to an end three days after it began the breakthrough came when democrats led by minority leader chuck schumer agreed to fund the government until february 8 thats a little under three weeks from now in exchange senate majority leader mitch mcconnell pledged to take action on immigration beyond that there arent a lot of details in a statement president trump said hes pleased the democrats have come to their senses he says once the government is funded his administration will work toward a longterm deal on immigration but quote if and only if its good for our country,the partial govern shutdown appear to be come to an end three day after it began the breakthrough came when democrat led by minor leader chuck schumer agre to fund the govern until februari 8 that a littl under three week from now in exchang senat major leader mitch mcconnel pledg to take action on immigr beyond that there arent a lot of detail in a statement presid trump said he pleas the democrat have come to their sens he say onc the govern is fund hi administr will work toward a longterm deal on immigr but quot if and onli if it good for our countri
68670,2,"KELLY MCEVERS, HOST","NPR national political correspondent Mara Liasson is at the White House to talk about all of this. Hey, Mara.","npr national political correspondent mara liasson is at the white house to talk about all of this. hey, mara.",npr national political correspondent mara liasson is at the white house to talk about all of this hey mara,npr nation polit correspond mara liasson is at the white hous to talk about all of thi hey mara
68670,3,"MARA LIASSON, BYLINE",Hi there.,hi there.,hi there,hi there
68670,4,"KELLY MCEVERS, HOST","Just first to make sure we know what's happening, where do things stand now?","just first to make sure we know what's happening, where do things stand now?",just first to make sure we know whats happening where do things stand now,just first to make sure we know what happen where do thing stand now
68670,5,"MARA LIASSON, BYLINE","Where things stand now is that both houses of Congress have passed another short-term funding bill which gives Democrats, Republicans and the president a three-week reprieve. They now have until February 8 to figure out a deal on DACA, which is the Deferred Action for Childhood Arrivals program. This was protection from deportation for immigrants who were brought here as children, many of them illegally.","where things stand now is that both houses of congress have passed another short-term funding bill which gives democrats, republicans and the president a three-week reprieve. they now have until february 8 to figure out a deal on daca, which is the deferred action for childhood arrivals program. this was protection from deportation for immigrants who were brought here as children, many of them illegally.",where things stand now is that both houses of congress have passed another shortterm funding bill which gives democrats republicans and the president a threeweek reprieve they now have until february 8 to figure out a deal on daca which is the deferred action for childhood arrivals program this was protection from deportation for immigrants who were brought here as children many of them illegally,where thing stand now is that both hous of congress have pass anoth shortterm fund bill which give democrat republican and the presid a threeweek repriev they now have until februari 8 to figur out a deal on daca which is the defer action for childhood arriv program thi wa protect from deport for immigr who were brought here as children mani of them illeg
68670,6,"MARA LIASSON, BYLINE","President Trump has removed that protection, and he gave Congress until March 5 to figure out a solution, or else these DACA recipients would be subject to deportation. If a deal on DACA can't be reached by February 8, according to Mitch McConnell, the Senate Republican leader, his intention would be to let the issue go to the Senate floor.","president trump has removed that protection, and he gave congress until march 5 to figure out a solution, or else these daca recipients would be subject to deportation. if a deal on daca can't be reached by february 8, according to mitch mcconnell, the senate republican leader, his intention would be to let the issue go to the senate floor.",president trump has removed that protection and he gave congress until march 5 to figure out a solution or else these daca recipients would be subject to deportation if a deal on daca cant be reached by february 8 according to mitch mcconnell the senate republican leader his intention would be to let the issue go to the senate floor,presid trump ha remov that protect and he gave congress until march 5 to figur out a solut or els these daca recipi would be subject to deport if a deal on daca cant be reach by februari 8 accord to mitch mcconnel the senat republican leader hi intent would be to let the issu go to the senat floor
68670,7,"KELLY MCEVERS, HOST","As we look back on these three days, this partial shutdown, I mean, which party comes out of the whole thing a winner?","as we look back on these three days, this partial shutdown, i mean, which party comes out of the whole thing a winner?",as we look back on these three days this partial shutdown i mean which party comes out of the whole thing a winner,as we look back on these three day thi partial shutdown i mean which parti come out of the whole thing a winner
68670,8,"MARA LIASSON, BYLINE","The White House feels very confident that they won this round. The Trump campaign is already sending around a fundraising email saying Democrats caved. The president's son on Fox today said the shutdown has been good for us. And it's true. Chuck Schumer, the Democratic leader, didn't get that much when he agreed to this deal except for an extension of the Children's Health Program for six years. And a lot of left-wing groups who are part of the Democrats' base agree with the White House. They think Schumer gave in too easily.","the white house feels very confident that they won this round. the trump campaign is already sending around a fundraising email saying democrats caved. the president's son on fox today said the shutdown has been good for us. and it's true. chuck schumer, the democratic leader, didn't get that much when he agreed to this deal except for an extension of the children's health program for six years. and a lot of left-wing groups who are part of the democrats' base agree with the white house. they think schumer gave in too easily.",the white house feels very confident that they won this round the trump campaign is already sending around a fundraising email saying democrats caved the presidents son on fox today said the shutdown has been good for us and its true chuck schumer the democratic leader didnt get that much when he agreed to this deal except for an extension of the childrens health program for six years and a lot of leftwing groups who are part of the democrats base agree with the white house they think schumer gave in too easily,the white hous feel veri confid that they won thi round the trump campaign is alreadi send around a fundrais email say democrat cave the presid son on fox today said the shutdown ha been good for us and it true chuck schumer the democrat leader didnt get that much when he agre to thi deal except for an extens of the children health program for six year and a lot of leftw group who are part of the democrat base agre with the white hous they think schumer gave in too easili
68670,9,"MARA LIASSON, BYLINE","But whatever the political victory for the Republicans is, it's probably a short-term one because when the conversation was about shutting down the government on behalf of people in the country illegally, Democrats were losing the debate. But when the conversation turns back to what should be done about DACA recipients, Democrats are on firmer ground because vast majorities of Americans think those young people should have a path to citizenship.","but whatever the political victory for the republicans is, it's probably a short-term one because when the conversation was about shutting down the government on behalf of people in the country illegally, democrats were losing the debate. but when the conversation turns back to what should be done about daca recipients, democrats are on firmer ground because vast majorities of americans think those young people should have a path to citizenship.",but whatever the political victory for the republicans is its probably a shortterm one because when the conversation was about shutting down the government on behalf of people in the country illegally democrats were losing the debate but when the conversation turns back to what should be done about daca recipients democrats are on firmer ground because vast majorities of americans think those young people should have a path to citizenship,but whatev the polit victori for the republican is it probabl a shortterm one becaus when the convers wa about shut down the govern on behalf of peopl in the countri illeg democrat were lose the debat but when the convers turn back to what should be done about daca recipi democrat are on firmer ground becaus vast major of american think those young peopl should have a path to citizenship
68670,10,"KELLY MCEVERS, HOST","One of the issues that was reported - that came out that, you know, Democrats and Republicans didn't necessarily know where President Trump stood on this. And Senator Schumer said over the weekend, negotiating with President Trump is like negotiating with Jell-O. I think what - people are wondering why the president wasn't more involved in the conversation.","one of the issues that was reported - that came out that, you know, democrats and republicans didn't necessarily know where president trump stood on this. and senator schumer said over the weekend, negotiating with president trump is like negotiating with jell-o. i think what - people are wondering why the president wasn't more involved in the conversation.",one of the issues that was reported  that came out that you know democrats and republicans didnt necessarily know where president trump stood on this and senator schumer said over the weekend negotiating with president trump is like negotiating with jello i think what  people are wondering why the president wasnt more involved in the conversation,one of the issu that wa report  that came out that you know democrat and republican didnt necessarili know where presid trump stood on thi and senat schumer said over the weekend negoti with presid trump is like negoti with jello i think what  peopl are wonder whi the presid wasnt more involv in the convers
68670,11,"MARA LIASSON, BYLINE","Well, that's a good question, and the White House was very intent on pushing back against this notion that the president was a kind of bystander and uninvolved in the weekend negotiations over the shutdown. Here's White House Press Secretary Sarah Sanders.","well, that's a good question, and the white house was very intent on pushing back against this notion that the president was a kind of bystander and uninvolved in the weekend negotiations over the shutdown. here's white house press secretary sarah sanders.",well thats a good question and the white house was very intent on pushing back against this notion that the president was a kind of bystander and uninvolved in the weekend negotiations over the shutdown heres white house press secretary sarah sanders,well that a good question and the white hous wa veri intent on push back against thi notion that the presid wa a kind of bystand and uninvolv in the weekend negoti over the shutdown here white hous press secretari sarah sander
68670,12,_NO_SPEAKER,(SOUNDBITE OF PRESS CONFERENCE),(soundbite of press conference),soundbite of press conference,soundbit of press confer
68670,13,SARAH HUCKABEE SANDERS,Look; what the president did clearly worked. The vote just came in 81-18. I would say that those numbers are much more in the president's favor than in Senator Schumer's favor.,look; what the president did clearly worked. the vote just came in 81-18. i would say that those numbers are much more in the president's favor than in senator schumer's favor.,look what the president did clearly worked the vote just came in 8118 i would say that those numbers are much more in the presidents favor than in senator schumers favor,look what the presid did clearli work the vote just came in 8118 i would say that those number are much more in the presid favor than in senat schumer favor
68670,14,"MARA LIASSON, BYLINE","So we still don't know exactly what the president wants in a final deal, but we know at least in terms of this particular skirmish the president got a tactical victory. He gets to take credit, which he really likes to do.","so we still don't know exactly what the president wants in a final deal, but we know at least in terms of this particular skirmish the president got a tactical victory. he gets to take credit, which he really likes to do.",so we still dont know exactly what the president wants in a final deal but we know at least in terms of this particular skirmish the president got a tactical victory he gets to take credit which he really likes to do,so we still dont know exactli what the presid want in a final deal but we know at least in term of thi particular skirmish the presid got a tactic victori he get to take credit which he realli like to do
68670,15,"KELLY MCEVERS, HOST","NPR's Mara Liasson at the White House, thanks a lot.","npr's mara liasson at the white house, thanks a lot.",nprs mara liasson at the white house thanks a lot,npr mara liasson at the white hous thank a lot
68670,16,"MARA LIASSON, BYLINE",Thank you.,thank you.,thank you,thank you
70039,34,"NEAL CONAN, host","For listeners who did not hear the initial broadcast, a little difficult to understand what the complaint was about unless we played the offending piece of tape.","for listeners who did not hear the initial broadcast, a little difficult to understand what the complaint was about unless we played the offending piece of tape.",for listeners who did not hear the initial broadcast a little difficult to understand what the complaint was about unless we played the offending piece of tape,for listen who did not hear the initi broadcast a littl difficult to understand what the complaint wa about unless we play the offend piec of tape
74884,12,"Ms. CHARLOTTE ABBOTT (Contributing Editor, Publishers Weekly)","Phrased that way, I don't think so, no. I think that eBooks will continue to grow. Experientially right now, the only place that I really see people reading them, using the Kindle or the Sony Reader, these electronic book-reading devices, is either on the subway in New York City where you have, you know, certainly a group who can afford these technologies and who, you know, can use them in public. And then also for business travelers - again an audience with disposable income, who is space conscious and technologically adept.","phrased that way, i don't think so, no. i think that ebooks will continue to grow. experientially right now, the only place that i really see people reading them, using the kindle or the sony reader, these electronic book-reading devices, is either on the subway in new york city where you have, you know, certainly a group who can afford these technologies and who, you know, can use them in public. and then also for business travelers - again an audience with disposable income, who is space conscious and technologically adept.",phrased that way i dont think so no i think that ebooks will continue to grow experientially right now the only place that i really see people reading them using the kindle or the sony reader these electronic bookreading devices is either on the subway in new york city where you have you know certainly a group who can afford these technologies and who you know can use them in public and then also for business travelers  again an audience with disposable income who is space conscious and technologically adept,phrase that way i dont think so no i think that ebook will continu to grow experienti right now the onli place that i realli see peopl read them use the kindl or the soni reader these electron bookread devic is either on the subway in new york citi where you have you know certainli a group who can afford these technolog and who you know can use them in public and then also for busi travel  again an audienc with dispos incom who is space consciou and technolog adept
74884,13,"Ms. CHARLOTTE ABBOTT (Contributing Editor, Publishers Weekly)","I do agree that there are certain kinds of books that may find their audiences eroded. We've already seen this. A certain kind of current affairs book - you know, the torn from the headlines story - enough of that is available on TV or in excerpts or online. People can blog now and tell their story directly to their audience. They don't have to have the intervention of a book, the way that they used to. So I do see some erosion there. I do see that there will continue to be an audience and a readership for books as objects as well. The book is still a technology that works really well. You can get it wet, and the most it'll do is wrinkle. You can slip it in your purse or your pocket. It works.","i do agree that there are certain kinds of books that may find their audiences eroded. we've already seen this. a certain kind of current affairs book - you know, the torn from the headlines story - enough of that is available on tv or in excerpts or online. people can blog now and tell their story directly to their audience. they don't have to have the intervention of a book, the way that they used to. so i do see some erosion there. i do see that there will continue to be an audience and a readership for books as objects as well. the book is still a technology that works really well. you can get it wet, and the most it'll do is wrinkle. you can slip it in your purse or your pocket. it works.",i do agree that there are certain kinds of books that may find their audiences eroded weve already seen this a certain kind of current affairs book  you know the torn from the headlines story  enough of that is available on tv or in excerpts or online people can blog now and tell their story directly to their audience they dont have to have the intervention of a book the way that they used to so i do see some erosion there i do see that there will continue to be an audience and a readership for books as objects as well the book is still a technology that works really well you can get it wet and the most itll do is wrinkle you can slip it in your purse or your pocket it works,i do agre that there are certain kind of book that may find their audienc erod weve alreadi seen thi a certain kind of current affair book  you know the torn from the headlin stori  enough of that is avail on tv or in excerpt or onlin peopl can blog now and tell their stori directli to their audienc they dont have to have the intervent of a book the way that they use to so i do see some eros there i do see that there will continu to be an audienc and a readership for book as object as well the book is still a technolog that work realli well you can get it wet and the most itll do is wrinkl you can slip it in your purs or your pocket it work
74884,14,"SCOTT SIMON, host","Charlotte Abbott, contributing editor for Publishers Weekly. Ms. Abbott, thanks so much.","charlotte abbott, contributing editor for publishers weekly. ms. abbott, thanks so much.",charlotte abbott contributing editor for publishers weekly ms abbott thanks so much,charlott abbott contribut editor for publish weekli ms abbott thank so much
74884,15,"Ms. CHARLOTTE ABBOTT (Contributing Editor, Publishers Weekly)",Thank you.,thank you.,thank you,thank you
75394,1,"MADELEINE BRAND, host","From NPR West, this is DAY TO DAY.  Alex Chadwick is away.  I'm Madeleine      Brand.","from npr west, this is day to day. alex chadwick is away. i'm madeleine brand.",from npr west this is day to day alex chadwick is away im madeleine brand,from npr west thi is day to day alex chadwick is away im madelein brand
75394,2,"MADELEINE BRAND, host","Coming up, why Democrats are divided on Iraq.  But first, minutes before      today's midnight deadline, the Iraqi parliament has reviewed a draft      constitution, but they've concluded that there are still outstanding      issues left to be resolved, and they say they'll take the next three days      to do that. Dan Murphy is a reporter for The Christian Science Monitor in      Baghdad.  I spoke with him earlier about the remaining issues.","coming up, why democrats are divided on iraq. but first, minutes before today's midnight deadline, the iraqi parliament has reviewed a draft constitution, but they've concluded that there are still outstanding issues left to be resolved, and they say they'll take the next three days to do that. dan murphy is a reporter for the christian science monitor in baghdad. i spoke with him earlier about the remaining issues.",coming up why democrats are divided on iraq but first minutes before todays midnight deadline the iraqi parliament has reviewed a draft constitution but theyve concluded that there are still outstanding issues left to be resolved and they say theyll take the next three days to do that dan murphy is a reporter for the christian science monitor in baghdad i spoke with him earlier about the remaining issues,come up whi democrat are divid on iraq but first minut befor today midnight deadlin the iraqi parliament ha review a draft constitut but theyv conclud that there are still outstand issu left to be resolv and they say theyll take the next three day to do that dan murphi is a report for the christian scienc monitor in baghdad i spoke with him earlier about the remain issu
75394,3,"MADELEINE BRAND, host","The main stumbling blocks, as we know them, are federalism, the      role of Islam, especially the rights of women, and how to distribute the      oil wealth in Iraq.  Has there been any progress in the last week on any      of those issues?","the main stumbling blocks, as we know them, are federalism, the role of islam, especially the rights of women, and how to distribute the oil wealth in iraq. has there been any progress in the last week on any of those issues?",the main stumbling blocks as we know them are federalism the role of islam especially the rights of women and how to distribute the oil wealth in iraq has there been any progress in the last week on any of those issues,the main stumbl block as we know them are feder the role of islam especi the right of women and how to distribut the oil wealth in iraq ha there been ani progress in the last week on ani of those issu
75394,4,Mr. DAN MURPHY (The Christian Science Monitor),"It depends on who you're      talking to.  You're right that those are the main stumbling blocks, but      an additional main stumbling block is the Sunni Arab minority, who are      very underrepresented in parliament.  And, of course, Sunni Arabs are      behind most of the insurgent activity here.  And they don't want to sign      off on a constitution.  There seems as if there's been a progress between      Kurds and Shiites who are sort of the dominant political forces in this      process.  The Sunnis don't want to sign off at all, and so as we go      towards this deadline in a few hours here, the Kurds and the Shiites are      talking to the press and saying, `We think we've got it all stitched up.      We've got a draft we can live with,' and the Sunnis are saying, `No way.      If you push this through over our heads, there's going to be more blood      here.  Please don't do this.'  What we don't know is whether or not the      Shiites and the Kurds will push ahead on that basis.","it depends on who you're talking to. you're right that those are the main stumbling blocks, but an additional main stumbling block is the sunni arab minority, who are very underrepresented in parliament. and, of course, sunni arabs are behind most of the insurgent activity here. and they don't want to sign off on a constitution. there seems as if there's been a progress between kurds and shiites who are sort of the dominant political forces in this process. the sunnis don't want to sign off at all, and so as we go towards this deadline in a few hours here, the kurds and the shiites are talking to the press and saying, `we think we've got it all stitched up. we've got a draft we can live with,' and the sunnis are saying, `no way. if you push this through over our heads, there's going to be more blood here. please don't do this.' what we don't know is whether or not the shiites and the kurds will push ahead on that basis.",it depends on who youre talking to youre right that those are the main stumbling blocks but an additional main stumbling block is the sunni arab minority who are very underrepresented in parliament and of course sunni arabs are behind most of the insurgent activity here and they dont want to sign off on a constitution there seems as if theres been a progress between kurds and shiites who are sort of the dominant political forces in this process the sunnis dont want to sign off at all and so as we go towards this deadline in a few hours here the kurds and the shiites are talking to the press and saying we think weve got it all stitched up weve got a draft we can live with and the sunnis are saying no way if you push this through over our heads theres going to be more blood here please dont do this what we dont know is whether or not the shiites and the kurds will push ahead on that basis,it depend on who your talk to your right that those are the main stumbl block but an addit main stumbl block is the sunni arab minor who are veri underrepres in parliament and of cours sunni arab are behind most of the insurg activ here and they dont want to sign off on a constitut there seem as if there been a progress between kurd and shiit who are sort of the domin polit forc in thi process the sunni dont want to sign off at all and so as we go toward thi deadlin in a few hour here the kurd and the shiit are talk to the press and say we think weve got it all stitch up weve got a draft we can live with and the sunni are say no way if you push thi through over our head there go to be more blood here pleas dont do thi what we dont know is whether or not the shiit and the kurd will push ahead on that basi
75394,5,"MADELEINE BRAND, host","Well, speaking of more blood and more violence, you've written      that some political observers say there's a de facto civil war going on      in Iraq, and that one way to address that is to put some sort of peace      treaty in this constitution.  Is there any move to do that?","well, speaking of more blood and more violence, you've written that some political observers say there's a de facto civil war going on in iraq, and that one way to address that is to put some sort of peace treaty in this constitution. is there any move to do that?",well speaking of more blood and more violence youve written that some political observers say theres a de facto civil war going on in iraq and that one way to address that is to put some sort of peace treaty in this constitution is there any move to do that,well speak of more blood and more violenc youv written that some polit observ say there a de facto civil war go on in iraq and that one way to address that is to put some sort of peac treati in thi constitut is there ani move to do that
75394,6,Mr. DAN MURPHY (The Christian Science Monitor),"Well, there is a civil war here.  I don't know what anybody      would call it if not that.  But the problem is is that usually, you know,      constitutions are written and new compacts are made about the nature of      states when the wars end.  It's very unusual for these sorts of things to      be sorted out right now.  I don't think there's any chance that this      constitution--if it is, in fact, finished today or in the next week--is      going to be satisfying to the warring parties here.  While we do have      Sunnis sitting at the table negotiating with Kurds and Shiites, it's not      clear to us if any of them, or how many of them, represent the people on      the Sunni Arab side who are carrying guns and fighting in the insurgency      here.  So even if they end up cutting deals with the Kurd and Shiite      partners here, it's not clear that that's going to see other Sunni Arabs      put their guns down.  So we're a long way away from the sort of peace      process and the peace compact that a place like Iraq would need to      stabilize.","well, there is a civil war here. i don't know what anybody would call it if not that. but the problem is is that usually, you know, constitutions are written and new compacts are made about the nature of states when the wars end. it's very unusual for these sorts of things to be sorted out right now. i don't think there's any chance that this constitution--if it is, in fact, finished today or in the next week--is going to be satisfying to the warring parties here. while we do have sunnis sitting at the table negotiating with kurds and shiites, it's not clear to us if any of them, or how many of them, represent the people on the sunni arab side who are carrying guns and fighting in the insurgency here. so even if they end up cutting deals with the kurd and shiite partners here, it's not clear that that's going to see other sunni arabs put their guns down. so we're a long way away from the sort of peace process and the peace compact that a place like iraq would need to stabilize.",well there is a civil war here i dont know what anybody would call it if not that but the problem is is that usually you know constitutions are written and new compacts are made about the nature of states when the wars end its very unusual for these sorts of things to be sorted out right now i dont think theres any chance that this constitutionif it is in fact finished today or in the next weekis going to be satisfying to the warring parties here while we do have sunnis sitting at the table negotiating with kurds and shiites its not clear to us if any of them or how many of them represent the people on the sunni arab side who are carrying guns and fighting in the insurgency here so even if they end up cutting deals with the kurd and shiite partners here its not clear that thats going to see other sunni arabs put their guns down so were a long way away from the sort of peace process and the peace compact that a place like iraq would need to stabilize,well there is a civil war here i dont know what anybodi would call it if not that but the problem is is that usual you know constitut are written and new compact are made about the natur of state when the war end it veri unusu for these sort of thing to be sort out right now i dont think there ani chanc that thi constitutionif it is in fact finish today or in the next weeki go to be satisfi to the war parti here while we do have sunni sit at the tabl negoti with kurd and shiit it not clear to us if ani of them or how mani of them repres the peopl on the sunni arab side who are carri gun and fight in the insurg here so even if they end up cut deal with the kurd and shiit partner here it not clear that that go to see other sunni arab put their gun down so were a long way away from the sort of peac process and the peac compact that a place like iraq would need to stabil
75394,7,"MADELEINE BRAND, host","Well, is there anything that those Sunni Arabs would want to see      done with this constitution, or are they so far out of the political      process it doesn't matter?","well, is there anything that those sunni arabs would want to see done with this constitution, or are they so far out of the political process it doesn't matter?",well is there anything that those sunni arabs would want to see done with this constitution or are they so far out of the political process it doesnt matter,well is there anyth that those sunni arab would want to see done with thi constitut or are they so far out of the polit process it doesnt matter
75394,8,Mr. DAN MURPHY (The Christian Science Monitor),"I mean, there's two problems for them.  Number one is      they're aware that they have a very, almost nihilistically violent side      to their own constituency, and they're, frankly, afraid of getting killed      if they sign anything away that's going to be unpopular with those people      who very well may be a minority but a very powerful minority at the      moment.","i mean, there's two problems for them. number one is they're aware that they have a very, almost nihilistically violent side to their own constituency, and they're, frankly, afraid of getting killed if they sign anything away that's going to be unpopular with those people who very well may be a minority but a very powerful minority at the moment.",i mean theres two problems for them number one is theyre aware that they have a very almost nihilistically violent side to their own constituency and theyre frankly afraid of getting killed if they sign anything away thats going to be unpopular with those people who very well may be a minority but a very powerful minority at the moment,i mean there two problem for them number one is theyr awar that they have a veri almost nihilist violent side to their own constitu and theyr frankli afraid of get kill if they sign anyth away that go to be unpopular with those peopl who veri well may be a minor but a veri power minor at the moment
75394,9,Mr. DAN MURPHY (The Christian Science Monitor),"The other issue is is that Sunnis didn't participate in the January 30th      elections.  So in this process and in this interim parliament, you know,      they count almost no seats at all, and they probably make up anywhere      from 20 to 30 percent of the population.  What they would really like is      to delay and delay and delay until this interim parliament collapses and      new elections are held so that they could have an election, participate      in that election in greater numbers and have a lot more real political      influence.  Of course, that would be a disaster for the United States      because it would set us back to January effectively.","the other issue is is that sunnis didn't participate in the january 30th elections. so in this process and in this interim parliament, you know, they count almost no seats at all, and they probably make up anywhere from 20 to 30 percent of the population. what they would really like is to delay and delay and delay until this interim parliament collapses and new elections are held so that they could have an election, participate in that election in greater numbers and have a lot more real political influence. of course, that would be a disaster for the united states because it would set us back to january effectively.",the other issue is is that sunnis didnt participate in the january 30th elections so in this process and in this interim parliament you know they count almost no seats at all and they probably make up anywhere from 20 to 30 percent of the population what they would really like is to delay and delay and delay until this interim parliament collapses and new elections are held so that they could have an election participate in that election in greater numbers and have a lot more real political influence of course that would be a disaster for the united states because it would set us back to january effectively,the other issu is is that sunni didnt particip in the januari 30th elect so in thi process and in thi interim parliament you know they count almost no seat at all and they probabl make up anywher from 20 to 30 percent of the popul what they would realli like is to delay and delay and delay until thi interim parliament collaps and new elect are held so that they could have an elect particip in that elect in greater number and have a lot more real polit influenc of cours that would be a disast for the unit state becaus it would set us back to januari effect
75394,10,"MADELEINE BRAND, host",So where is the US in all this?  Is it quietly behind the scenes      trying to pressure one side or the other to make concessions?,so where is the us in all this? is it quietly behind the scenes trying to pressure one side or the other to make concessions?,so where is the us in all this is it quietly behind the scenes trying to pressure one side or the other to make concessions,so where is the us in all thi is it quietli behind the scene tri to pressur one side or the other to make concess
75394,11,Mr. DAN MURPHY (The Christian Science Monitor),"They're not so quietly behind the scenes.  Ambassador Zalmay      Khalilzad, who was in Afghanistan before and worked on the constitution      there, has been sitting--you know, he's probably spent 30 years sitting      down with these people in the past couple of days.  And he's in a very      interesting position.  On the one hand, the Bush administration, for      domestic political consumption, wants a fast deal as evidence of      progress, and that's why the keep emphasizing these deadlines.  And the      last deadline we wished last week was a sort of blow to the president.","they're not so quietly behind the scenes. ambassador zalmay khalilzad, who was in afghanistan before and worked on the constitution there, has been sitting--you know, he's probably spent 30 years sitting down with these people in the past couple of days. and he's in a very interesting position. on the one hand, the bush administration, for domestic political consumption, wants a fast deal as evidence of progress, and that's why the keep emphasizing these deadlines. and the last deadline we wished last week was a sort of blow to the president.",theyre not so quietly behind the scenes ambassador zalmay khalilzad who was in afghanistan before and worked on the constitution there has been sittingyou know hes probably spent 30 years sitting down with these people in the past couple of days and hes in a very interesting position on the one hand the bush administration for domestic political consumption wants a fast deal as evidence of progress and thats why the keep emphasizing these deadlines and the last deadline we wished last week was a sort of blow to the president,theyr not so quietli behind the scene ambassador zalmay khalilzad who wa in afghanistan befor and work on the constitut there ha been sittingy know he probabl spent 30 year sit down with these peopl in the past coupl of day and he in a veri interest posit on the one hand the bush administr for domest polit consumpt want a fast deal as evid of progress and that whi the keep emphas these deadlin and the last deadlin we wish last week wa a sort of blow to the presid
70039,35,GLEN (Caller),I think she described it very well. I really do.,i think she described it very well. i really do.,i think she described it very well i really do,i think she describ it veri well i realli do
70039,36,"NEAL CONAN, host","All right, Glen.","all right, glen.",all right glen,all right glen
70039,37,GLEN (Caller),I hope you use a little better judgment next time. That's just my opinion.,i hope you use a little better judgment next time. that's just my opinion.,i hope you use a little better judgment next time thats just my opinion,i hope you use a littl better judgment next time that just my opinion
70039,38,"NEAL CONAN, host","OK, Glen, thanks very much.","ok, glen, thanks very much.",ok glen thanks very much,ok glen thank veri much
